Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,CA,California,Alameda,06001,06001400100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.7,8.3,2937,POINT (-122.2318111 37.86754143),06001400100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.4,1974,POINT (-122.2494804 37.84816909),06001400200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.4,4865,POINT (-122.2544213 37.84055835),06001400300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.6,9.2,3703,POINT (-122.2575184 37.84801152),06001400400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,9.0,9.8,3517,POINT (-122.2647955 37.84852952),06001400500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.0,10.1,1571,POINT (-122.2648484 37.8419949),06001400600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,10.0,10.9,4206,POINT (-122.2722964 37.84178565),06001400700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.4,10.3,3594,POINT (-122.2833225 37.8454017),06001400800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001400900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,10.0,10.9,2302,POINT (-122.2802174 37.83941814),06001400900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.0,,,10.6,11.5,5678,POINT (-122.2719706 37.83118615),06001401000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.9,9.7,4156,POINT (-122.2638073 37.83050314),06001401100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.4,2416,POINT (-122.2578956 37.83058603),06001401200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.4,10.2,3528,POINT (-122.2666507 37.81809815),06001401300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.1,,,10.8,11.5,4314,POINT (-122.2733273 37.82070831),06001401400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,10.1,11.2,2630,POINT (-122.2805691 37.82291728),06001401500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,10.1,11.0,2163,POINT (-122.2814375 37.8173714),06001401600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,9.1,9.8,2667,POINT (-122.303585 37.8193011),06001401700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001401800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10.8,12.1,1703,POINT (-122.2982163 37.80951439),06001401800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,10.0,11.0,2385,POINT (-122.2962122 37.80658128),06001402200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,10.1,11.2,2351,POINT (-122.2824262 37.81203738),06001402400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,13.6,,,12.5,14.6,1784,POINT (-122.2847348 37.8057452),06001402500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.6,10.5,1151,POINT (-122.2799166 37.80427132),06001402600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.9,,,10.4,11.4,1569,POINT (-122.2769716 37.81038633),06001402700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.0,,,9.4,10.5,3345,POINT (-122.2714725 37.80873041),06001402800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001402900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.6,9.8,1434,POINT (-122.2667765 37.80712942),06001402900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.2,8.3,2788,POINT (-122.2706945 37.80052483),06001403000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.6,9.7,2238,POINT (-122.2754581 37.80233855),06001403100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.9,9.0,4054,POINT (-122.2660528 37.79502399),06001403300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.3,4146,POINT (-122.2589596 37.8045976),06001403400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,9.0,9.7,4374,POINT (-122.2600761 37.81769105),06001403501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.9,9.6,1991,POINT (-122.2569116 37.81596651),06001403502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,9.1,9.9,4482,POINT (-122.2534771 37.81352217),06001403600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.4,9.1,2587,POINT (-122.2586398 37.81120141),06001403701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.7,9.6,1724,POINT (-122.2520455 37.80955266),06001403702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.9,8.6,3461,POINT (-122.241581 37.81483474),06001403800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001403900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.5,9.3,3584,POINT (-122.248702 37.81717266),06001403900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.3,9.1,2819,POINT (-122.2536907 37.82326962),06001404000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404101,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.9,8.7,2929,POINT (-122.2497423 37.8300719),06001404101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.3,2283,POINT (-122.2511 37.82595774),06001404102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.9,8.8,3483,POINT (-122.2343962 37.83611006),06001404200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.5,3218,POINT (-122.238027 37.84553333),06001404300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.8,8.5,5314,POINT (-122.214957 37.84620644),06001404400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.6,8.3,1677,POINT (-122.2158043 37.82633811),06001404501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.8,8.6,5784,POINT (-122.2025895 37.83451035),06001404502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.6,4353,POINT (-122.1910465 37.81977525),06001404600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.9,8.8,1954,POINT (-122.2069708 37.81333927),06001404700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.7,9.6,2684,POINT (-122.2132132 37.80557119),06001404800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001404900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.2,9.0,4129,POINT (-122.2215573 37.80407301),06001404900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.3,8.9,3136,POINT (-122.2275157 37.80830834),06001405000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.9,8.4,4197,POINT (-122.2321627 37.81146569),06001405100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.3,9.0,4597,POINT (-122.2434248 37.80527614),06001405200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.6,9.6,2603,POINT (-122.2513009 37.80206119),06001405301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405302,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.7,9.7,2530,POINT (-122.2542275 37.79848668),06001405302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405401,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.6,9.5,3957,POINT (-122.2494501 37.79652024),06001405401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405402,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.9,9.8,3114,POINT (-122.246084 37.79331934),06001405402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.1,3643,POINT (-122.243238 37.79827883),06001405500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.7,9.5,3137,POINT (-122.2372443 37.80080778),06001405600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.0,,,9.7,10.4,3243,POINT (-122.2296676 37.79823901),06001405700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.2,10.2,3965,POINT (-122.2330769 37.79395483),06001405800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405901,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.7,10.7,3910,POINT (-122.2357773 37.78779276),06001405901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001405902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.8,9.9,3035,POINT (-122.2409375 37.79095286),06001405902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,9.0,9.9,3450,POINT (-122.2495121 37.7870262),06001406000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.4,10.7,4381,POINT (-122.2277681 37.77390851),06001406100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,9.0,10.2,4649,POINT (-122.2307335 37.78505488),06001406201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.0,,,9.4,10.7,4718,POINT (-122.2265705 37.78197495),06001406202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.3,10.1,4113,POINT (-122.2250272 37.78930266),06001406300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.8,9.3,2145,POINT (-122.2218828 37.79557204),06001406400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.8,10.7,5930,POINT (-122.2170036 37.78807209),06001406500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.7,10.5,4596,POINT (-122.2079319 37.79360544),06001406601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,9.2,10.0,2493,POINT (-122.2142905 37.79646666),06001406602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.6,9.7,5048,POINT (-122.2022021 37.80331106),06001406700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.4,9.1,3428,POINT (-122.1948894 37.79793878),06001406800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001406900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.8,9.5,3719,POINT (-122.1903674 37.79327702),06001406900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.8,10.8,5885,POINT (-122.2024735 37.78795665),06001407000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407101,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.5,10.7,3414,POINT (-122.2143978 37.78312008),06001407101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.3,10.3,4351,POINT (-122.2102476 37.78078984),06001407102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.9,10.4,6746,POINT (-122.2193145 37.77778281),06001407200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.7,10.8,2598,POINT (-122.2119107 37.76332178),06001407300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.8,10.9,3954,POINT (-122.2067512 37.77100517),06001407400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.6,,,12.1,13.0,3931,POINT (-122.1976284 37.76948375),06001407500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.7,,,10.3,11.3,6027,POINT (-122.2032051 37.77751726),06001407600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.9,10.5,4109,POINT (-122.1931871 37.77651341),06001407700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.1,,,10.5,12.0,2425,POINT (-122.1865854 37.78172242),06001407800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001407900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.7,9.5,2706,POINT (-122.1847855 37.78841282),06001407900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.3,8.9,2671,POINT (-122.1829324 37.80296871),06001408000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.3,8.9,5991,POINT (-122.1573221 37.78528288),06001408100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.1,,,10.6,11.7,4054,POINT (-122.1755627 37.77510769),06001408200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.8,10.6,4167,POINT (-122.1645012 37.77106536),06001408300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.2,,,11.6,12.8,3323,POINT (-122.1709513 37.76459664),06001408400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.8,,,11.1,12.4,4972,POINT (-122.1785031 37.76040542),06001408500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.4,,,11.9,12.9,5492,POINT (-122.1822901 37.76620618),06001408600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.3,,,10.8,11.8,7207,POINT (-122.1889188 37.76887887),06001408700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,13.1,,,12.3,13.9,5547,POINT (-122.1969517 37.75879451),06001408800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001408900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.3,,,10.8,12.2,3414,POINT (-122.1887646 37.75420292),06001408900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,10.7,12.0,3552,POINT (-122.2117598 37.72826524),06001409000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.1,,,10.5,11.6,2255,POINT (-122.1834738 37.73234735),06001409100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10.6,12.2,3152,POINT (-122.1777838 37.7291237),06001409200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.3,,,10.6,12.1,5229,POINT (-122.1733313 37.73780967),06001409300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.3,,,10.7,12.1,4306,POINT (-122.1803811 37.74459128),06001409400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.5,,,10.7,12.1,3122,POINT (-122.1838343 37.75042197),06001409500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.6,,,10.9,12.1,5063,POINT (-122.1726244 37.75325361),06001409600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.1,,,11.6,12.5,4696,POINT (-122.165945 37.75632807),06001409700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10.7,12.0,2887,POINT (-122.1558344 37.76038437),06001409800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001409900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.4,10.2,3308,POINT (-122.1353801 37.76201205),06001409900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001410000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.1,9.9,2805,POINT (-122.1321194 37.74407383),06001410000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001410100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,10.5,12.0,2406,POINT (-122.1535233 37.74787842),06001410100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Alameda,06001,06001410200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.6,,,11.1,12.2,3062,POINT (-122.1571578 37.74530383),06001410200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
