Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,CA,California,Los Angeles,06037,06037294120,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.0,10.5,2370,POINT (-118.2475582 33.79578261),06037294120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,7.9,9.3,4951,POINT (-118.2694049 33.79483668),06037294200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.7,8.8,2448,POINT (-118.2795698 33.79468306),06037294301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294302,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.7,10.2,4754,POINT (-118.278309 33.78490637),06037294302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294410,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.6,10.6,4579,POINT (-118.2899377 33.79413873),06037294410,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294421,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.7,9.8,2950,POINT (-118.2975564 33.79024698),06037294421,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294510,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.5,10.0,4214,POINT (-118.271701 33.78658336),06037294510,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294520,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.1,9.5,3564,POINT (-118.2658291 33.78683793),06037294520,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294610,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.2,9.9,4065,POINT (-118.2582469 33.7872958),06037294610,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294620,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.2,9.7,4219,POINT (-118.2480201 33.78748123),06037294620,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.0,10.6,3019,POINT (-118.2549467 33.77800572),06037294701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294810,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.0,10.8,3991,POINT (-118.271501 33.77952029),06037294810,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294820,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.0,10.7,3579,POINT (-118.2656374 33.77978376),06037294820,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294830,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.2,10.7,3707,POINT (-118.2670274 33.77294813),06037294830,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037294900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.0,,,9.3,10.7,3265,POINT (-118.2773633 33.77485254),06037294900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037295103,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.8,8.3,4875,POINT (-118.2958984 33.76263695),06037295103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296210,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.1,10.6,3019,POINT (-118.2839636 33.74762673),06037296210,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296220,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,10.1,11.3,4307,POINT (-118.2837765 33.74102715),06037296220,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.1,8.9,4221,POINT (-118.3012141 33.75469856),06037296300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296401,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,3191,POINT (-118.3141733 33.74175529),06037296401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296402,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.1,8.6,3091,POINT (-118.3038602 33.74666367),06037296402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,8.9,10.2,3910,POINT (-118.2930686 33.74835061),06037296500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.2,10.5,5218,POINT (-118.2923711 33.73978521),06037296600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296901,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.9,10.0,4127,POINT (-118.2945753 33.73016737),06037296901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037296902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.5,9.6,3851,POINT (-118.2956505 33.73448029),06037296902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.1,8.7,5343,POINT (-118.3083946 33.73307959),06037297000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297110,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.4,10.4,4679,POINT (-118.2841957 33.7346647),06037297110,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297120,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.2,10.5,3315,POINT (-118.2851401 33.72812593),06037297120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.8,9.6,3475,POINT (-118.291434 33.72491264),06037297201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.5,9.2,3423,POINT (-118.2990169 33.72473943),06037297202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,8.7,2374,POINT (-118.3115801 33.72092413),06037297300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.5,8.5,3603,POINT (-118.321467 33.72531976),06037297400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.9,8.5,5163,POINT (-118.3006021 33.71567448),06037297500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.6,9.2,2594,POINT (-118.2875174 33.71325543),06037297601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037297602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.5,9.5,3503,POINT (-118.2903342 33.71591765),06037297602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.4,,,7.0,7.9,6002,POINT (-118.2344577 34.24199577),06037300100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.6,,,7.2,8.0,5546,POINT (-118.2381785 34.2281106),06037300200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.3,8.2,6140,POINT (-118.252028 34.25097883),06037300301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.5,8.3,5740,POINT (-118.2573875 34.22949446),06037300400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.4,,,7.1,7.6,3868,POINT (-118.240307 34.22067977),06037300501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.8,8.5,6026,POINT (-118.2257331 34.2109653),06037300502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.7,8.2,8053,POINT (-118.2369192 34.20796212),06037300600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.4,6144,POINT (-118.2524881 34.20295558),06037300701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.8,8.4,5604,POINT (-118.259981 34.18547601),06037300702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.5,6947,POINT (-118.2202843 34.18489916),06037300800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300901,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.4,,,7.1,7.7,6463,POINT (-118.2060822 34.16897649),06037300901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037300902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.5,,,7.2,7.9,1998,POINT (-118.2002784 34.15430502),06037300902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,8.9,4841,POINT (-118.2313575 34.15688076),06037301000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.1,6491,POINT (-118.246789 34.16234631),06037301100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301203,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.1,4368,POINT (-118.2610715 34.16629688),06037301203,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301204,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.4,9.3,4990,POINT (-118.2598536 34.16144853),06037301204,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301205,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.5,8.8,2209,POINT (-118.2729405 34.16841335),06037301205,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301206,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.0,10.1,5363,POINT (-118.2724093 34.163164),06037301206,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.5,8.6,2016,POINT (-118.271404 34.17545423),06037301300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,3865,POINT (-118.2832522 34.18153662),06037301400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.2,1902,POINT (-118.2871095 34.17533878),06037301501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.6,10.8,6908,POINT (-118.2886984 34.17238286),06037301502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.5,10.5,6198,POINT (-118.2893089 34.16429707),06037301601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.1,8.9,3908,POINT (-118.2991539 34.16156228),06037301602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.2,8.9,2849,POINT (-118.2736632 34.15844488),06037301701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.0,10.1,5556,POINT (-118.2692085 34.15115506),06037301702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301801,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.0,4079,POINT (-118.2597869 34.15545722),06037301801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301802,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.5,3578,POINT (-118.2597273 34.14921148),06037301802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037301900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.1,7810,POINT (-118.2465735 34.15490793),06037301900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302002,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.7,3532,POINT (-118.2505467 34.14916787),06037302002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302003,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.9,10.1,3578,POINT (-118.2439828 34.14877812),06037302003,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302004,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.9,10.0,4214,POINT (-118.2387832 34.14884242),06037302004,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.4,6439,POINT (-118.2364326 34.13474463),06037302102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302103,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.6,9.6,5504,POINT (-118.2380285 34.14256762),06037302103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302104,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.3,8.9,3917,POINT (-118.2321643 34.14544535),06037302104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,9.8,11.1,3856,POINT (-118.2484651 34.14446899),06037302201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.1,10.3,5254,POINT (-118.2485661 34.14074252),06037302202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.2,9.1,3790,POINT (-118.2632347 34.14467443),06037302301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302302,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.4,9.4,4895,POINT (-118.2617995 34.14031117),06037302302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302401,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.8,9.8,5944,POINT (-118.2597624 34.13160553),06037302401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302503,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.2,10.3,4330,POINT (-118.2473537 34.13760158),06037302503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302504,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.2,10.2,4234,POINT (-118.2491962 34.13512206),06037302504,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302505,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.3,10.2,3749,POINT (-118.2530933 34.12751226),06037302505,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037302506,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.5,3534,POINT (-118.2463022 34.12881384),06037302506,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.3,5849,POINT (-118.3051524 34.20794468),06037310100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.9,5466,POINT (-118.3046064 34.19220626),06037310201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.2,9.2,4985,POINT (-118.2959507 34.18660918),06037310202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.5,8.4,2987,POINT (-118.3178731 34.19915775),06037310300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.5,3379,POINT (-118.3354006 34.20268361),06037310400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.7,3205,POINT (-118.3394802 34.1946549),06037310501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,8.9,5716,POINT (-118.3272484 34.19362815),06037310601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.6,8.1,2655,POINT (-118.3179897 34.19208094),06037310602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.4,2361,POINT (-118.3128583 34.18539575),06037310701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.8,9.7,7104,POINT (-118.3067756 34.18115327),06037310702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310703,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.5,10.3,5114,POINT (-118.3002607 34.17579774),06037310703,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.1,8.7,4909,POINT (-118.3226927 34.17444576),06037310800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037310900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.6,6870,POINT (-118.3309979 34.1813834),06037310900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.3,3755,POINT (-118.3438268 34.1849469),06037311000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.4,3897,POINT (-118.3546418 34.1857011),06037311100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.5,8.1,3138,POINT (-118.3531295 34.17200551),06037311200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,3811,POINT (-118.3431068 34.17415655),06037311300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311400,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.7,2274,POINT (-118.3493327 34.16226605),06037311400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.6,5633,POINT (-118.3383863 34.1647682),06037311500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311600,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,7249,POINT (-118.3386219 34.15288039),06037311600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311700,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.7,6137,POINT (-118.3200679 34.16172641),06037311700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311801,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.7,3033,POINT (-118.3067821 34.16607854),06037311801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037311802,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.5,3813,POINT (-118.3111563 34.17185253),06037311802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037320100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.4,8.9,7144,POINT (-118.4273266 34.29480902),06037320100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037320201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.2,9.6,3756,POINT (-118.4395927 34.28599304),06037320201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Los Angeles,06037,06037320202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.9,9.0,5797,POINT (-118.4345019 34.28974002),06037320202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
